Happy,2021-11-08 12:22:40,DASH,KALT,0.19532,0.1181623,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/Happy_TV_1185/output1/manifest.mpd?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=3623674840090820_0d275e8941023ecd37400a5ae05beb74
Happy,2021-11-08 12:22:40,DASH,BRPK,0.278542,NaN,OK: --BRPK returned Manifest,Reason: OK Status code: 200
Happy,2021-11-08 12:22:41,HLS,KALT,0.166961,0.1111468,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/Happy_TV_1185/output3/index.m3u8?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=36636648000d0820_a296fe21bd79f0086769093a78c4e4b9
Happy,2021-11-08 12:22:41,HLS,BRPK,0.162565,NaN,OK: --BRPK returned Manifest,Reason: OK Status code: 200
K1,2021-11-08 12:22:41,DASH,KALT,0.146574,0.0917777,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/K1_1215/output1/manifest.mpd?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=36636648000d0820_46d793477390be01e83e3a630851c3cd
K1,2021-11-08 12:22:41,DASH,BRPK,0.119782,NaN,OK: --BRPK returned Manifest,Reason: OK Status code: 200
K1,2021-11-08 12:22:41,HLS,KALT,0.163764,0.1099807,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/K1_1215/output3/index.m3u8?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=36636748400d0820_b5aa2ef4eaa6b6fd689a354880ce2bc2
K1,2021-11-08 12:22:42,HLS,BRPK,0.118477,NaN,OK: --BRPK returned Manifest,Reason: OK Status code: 200
RTV1,2021-11-08 12:22:42,DASH,KALT,0.116252,0.0653488,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/RTV_1_2155/output1/manifest.mpd?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=36636748400d0820_d939025cc685f98500b4df2f079aa5fc
RTV1,2021-11-08 12:22:42,DASH,BRPK,0.15937,NaN,OK: --BRPK returned Manifest,Reason: OK Status code: 200
RTV1,2021-11-08 12:22:42,HLS,KALT,0.185894,0.1315296,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/RTV_1_2155/output3/index.m3u8?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=3603664800198820_71cd553506f616e38f10e82d972094a9
RTV1,2021-11-08 12:22:43,HLS,BRPK,0.125094,NaN,OK: --BRPK returned Manifest,Reason: OK Status code: 200
EuroNewsSerbia,2021-11-08 12:22:43,DASH,KALT,0.147607,0.0918351,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/EuroNews_Serbia_1138/output1/manifest.mpd?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=3603664800198820_d8a1a134e5d8e8069729a69e710f5d11
EuroNewsSerbia,2021-11-08 12:22:43,DASH,BRPK,0.127123,NaN,ERROR: --BRPK not get Manifest. (wrong URL?),Reason: Not Found Status code: 404
EuroNewsSerbia,2021-11-08 12:22:43,HLS,KALT,0.157282,0.1031901,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/EuroNews_Serbia_1138/output3/index.m3u8?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=3603664800198820_32ff97ff40091abc83978d641cee9591
EuroNewsSerbia,2021-11-08 12:22:43,HLS,BRPK,0.133148,NaN,ERROR: --BRPK not get Manifest. (wrong URL?),Reason: Not Found Status code: 404
Vesti,2021-11-08 12:22:43,DASH,KALT,0.144728,0.0923513,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/PINK_3_2066/output1/manifest.mpd?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=3603674840198820_51f05059b7759e7325b6feab78fe2394
Vesti,2021-11-08 12:22:44,DASH,BRPK,0.252165,NaN,OK: --BRPK returned Manifest,Reason: OK Status code: 200
Vesti,2021-11-08 12:22:44,HLS,KALT,0.17934,0.1260428,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/PINK_3_2066/output3/index.m3u8?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=3603674840198820_9abb933585f37bedf34c8b17f58c94c0
Vesti,2021-11-08 12:22:44,HLS,BRPK,0.157453,NaN,OK: --BRPK returned Manifest,Reason: OK Status code: 200
KurirTV,2021-11-08 12:22:44,DASH,KALT,0.1457,0.0930394,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/Kurir_TV_1227/output1/manifest.mpd?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=36436648001d8820_408dc14d5425a4eefdd528d50e0fd21c
KurirTV,2021-11-08 12:22:45,DASH,BRPK,0.160956,NaN,OK: --BRPK returned Manifest,Reason: OK Status code: 200
KurirTV,2021-11-08 12:22:45,HLS,KALT,0.155472,0.1016898,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/Kurir_TV_1227/output3/index.m3u8?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=36436648001d8820_f49b756ded189c4397c2038f07f5896f
KurirTV,2021-11-08 12:22:45,HLS,BRPK,0.121888,NaN,OK: --BRPK returned Manifest,Reason: OK Status code: 200
RTS3,2021-11-08 12:22:45,DASH,KALT,0.168303,0.1127325,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/RTS_3_2147/output1/manifest.mpd?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=36436748401d8820_99dcb0908a9f4d193b8cb3943ca6c5a0
RTS3,2021-11-08 12:22:46,DASH,BRPK,0.16228,NaN,OK: --BRPK returned Manifest,Reason: OK Status code: 200
RTS3,2021-11-08 12:22:46,HLS,KALT,0.133957,0.0757714,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/RTS_3_2147/output3/index.m3u8?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=36436748401d8820_a6edccde9b3180fe70ac004af0bbf8e6
RTS3,2021-11-08 12:22:46,HLS,BRPK,0.120915,NaN,OK: --BRPK returned Manifest,Reason: OK Status code: 200
RTV2,2021-11-08 12:22:46,DASH,KALT,0.159773,0.107216,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/RTV_2_2156/output1/manifest.mpd?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=b623664800098820_0adc328cffebf9a6348560c000ff69d7
RTV2,2021-11-08 12:22:46,DASH,BRPK,0.161077,NaN,OK: --BRPK returned Manifest,Reason: OK Status code: 200
RTV2,2021-11-08 12:22:47,HLS,KALT,0.162326,0.1116996,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/RTV_2_2156/output3/index.m3u8?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=b623664800098820_b0e76e5f3ff1482821a92d467ad661c7
RTV2,2021-11-08 12:22:47,HLS,BRPK,0.118955,NaN,OK: --BRPK returned Manifest,Reason: OK Status code: 200
RedTV,2021-11-08 12:22:47,DASH,KALT,0.1597,0.0948448,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/Pink_2_2064/output1/manifest.mpd?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=b623664800098820_eace1ed2ac0fd76fc09d3a0e2246d2a5
RedTV,2021-11-08 12:22:47,DASH,BRPK,0.158076,NaN,OK: --BRPK returned Manifest,Reason: OK Status code: 200
RedTV,2021-11-08 12:22:48,HLS,KALT,0.153244,0.1003922,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/Pink_2_2064/output3/index.m3u8?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=b623674840098820_0e449e0854b62eea0217cfa661a11d7a
RedTV,2021-11-08 12:22:48,HLS,BRPK,0.118998,NaN,OK: --BRPK returned Manifest,Reason: OK Status code: 200
SuperstarTV,2021-11-08 12:22:48,DASH,KALT,0.148125,0.0968853,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/Superstar_TV_2201/output1/manifest.mpd?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=b623674840098820_983a7597a6121cb3343eb387e2436e38
SuperstarTV,2021-11-08 12:22:49,DASH,BRPK,0.162546,NaN,OK: --BRPK returned Manifest,Reason: OK Status code: 200
SuperstarTV,2021-11-08 12:22:49,HLS,KALT,0.151946,0.1007066,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/Superstar_TV_2201/output3/index.m3u8?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=b6636648000d8820_70cbdda28460698bf51f7e7629b44255
SuperstarTV,2021-11-08 12:22:49,HLS,BRPK,0.118844,NaN,OK: --BRPK returned Manifest,Reason: OK Status code: 200
FOX,2021-11-08 12:22:49,DASH,KALT,0.183212,0.1290087,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/FOX_SRB_1176/output1/manifest.mpd?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=b6636748400d8820_43421e801df896c408b039021a88945f
FOX,2021-11-08 12:22:50,DASH,BRPK,0.159592,NaN,OK: --BRPK returned Manifest,Reason: OK Status code: 200
FOX,2021-11-08 12:22:50,HLS,KALT,0.15119,0.1001773,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/FOX_SRB_1176/output3/index.m3u8?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=b6636748400d8820_24c084d342681db31832c7528f860a7b
FOX,2021-11-08 12:22:50,HLS,BRPK,0.158283,NaN,OK: --BRPK returned Manifest,Reason: OK Status code: 200
FOXLife,2021-11-08 12:22:50,DASH,KALT,0.184354,0.1175475,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/FOX_Life_SRB_1174/output1/manifest.mpd?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=b603664800590820_b31bcf7412d468855b29acd75c52a3a5
FOXLife,2021-11-08 12:22:51,DASH,BRPK,0.218464,NaN,OK: --BRPK returned Manifest,Reason: OK Status code: 200
FOXLife,2021-11-08 12:22:51,HLS,KALT,0.148148,0.0954953,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/FOX_Life_SRB_1174/output3/index.m3u8?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=b603664800590820_52287bed740fd5ab367e256cb6f66afa
FOXLife,2021-11-08 12:22:51,HLS,BRPK,0.119278,NaN,OK: --BRPK returned Manifest,Reason: OK Status code: 200
FOXCrime,2021-11-08 12:22:51,DASH,KALT,0.137053,0.0867385,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/FOX_Crime_SRB_1172/output1/manifest.mpd?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=b603674840590820_00f6665fd886925d3c5e57dfe6fe9cc0
FOXCrime,2021-11-08 12:22:52,DASH,BRPK,0.219666,NaN,OK: --BRPK returned Manifest,Reason: OK Status code: 200
FOXCrime,2021-11-08 12:22:52,HLS,KALT,0.156619,0.1019483,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/FOX_Crime_SRB_1172/output3/index.m3u8?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=b603674840590820_a31f4b76aaa89543d793b86c23096cc9
FOXCrime,2021-11-08 12:22:52,HLS,BRPK,0.269854,NaN,OK: --BRPK returned Manifest,Reason: OK Status code: 200
FOXMovies,2021-11-08 12:22:52,DASH,KALT,0.172072,0.1181291,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/Fox_Movies_1175/output1/manifest.mpd?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=b6436648005d0820_7659374b5e59e956e55474c04c328a52
FOXMovies,2021-11-08 12:22:53,DASH,BRPK,0.153309,NaN,OK: --BRPK returned Manifest,Reason: OK Status code: 200
FOXMovies,2021-11-08 12:22:53,HLS,KALT,0.158375,0.0987567,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/Fox_Movies_1175/output3/index.m3u8?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=b6436648005d0820_e71b2530a8cff0092ddd6e13508062e4
FOXMovies,2021-11-08 12:22:53,HLS,BRPK,0.177616,NaN,OK: --BRPK returned Manifest,Reason: OK Status code: 200
Eurochannel,2021-11-08 12:22:53,DASH,KALT,0.192746,0.1125736,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/Eurochannel_1136/output1/manifest.mpd?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=b6436748405d0820_86efec1e90d72e8fbbb1076fcf45ad91
Eurochannel,2021-11-08 12:22:54,DASH,BRPK,0.162256,NaN,OK: --BRPK returned Manifest,Reason: OK Status code: 200
Eurochannel,2021-11-08 12:22:54,HLS,KALT,0.15727,0.1015258,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/Eurochannel_1136/output3/index.m3u8?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=b6436748405d0820_10b81f71a8effb523e88b33843bfb3a3
Eurochannel,2021-11-08 12:22:54,HLS,BRPK,0.125281,NaN,OK: --BRPK returned Manifest,Reason: OK Status code: 200
AXN,2021-11-08 12:22:54,DASH,KALT,0.156445,0.1035833,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/AXN_1027/output1/manifest.mpd?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=3623664800492820_c0d864909955a2a23d7a2110cd3f7f13
AXN,2021-11-08 12:22:55,DASH,BRPK,0.159888,NaN,OK: --BRPK returned Manifest,Reason: OK Status code: 200
AXN,2021-11-08 12:22:55,HLS,KALT,0.149347,0.0980843,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/AXN_1027/output3/index.m3u8?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=3623664800492820_6a8875591bb9ee47042f48b183801b5a
AXN,2021-11-08 12:22:55,HLS,BRPK,0.118803,NaN,OK: --BRPK returned Manifest,Reason: OK Status code: 200
TV1000,2021-11-08 12:22:55,DASH,KALT,0.154809,0.1009854,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/TV_1000_2214/output1/manifest.mpd?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=3623674840492820_89648b8e56fbb333953154f64280b72f
TV1000,2021-11-08 12:22:55,DASH,BRPK,0.160534,NaN,OK: --BRPK returned Manifest,Reason: OK Status code: 200
TV1000,2021-11-08 12:22:56,HLS,KALT,0.152771,0.1001596,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/TV_1000_2214/output3/index.m3u8?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=3623674840492820_838ef805b8c61436ac1e0a40315d85ea
TV1000,2021-11-08 12:22:56,HLS,BRPK,0.118146,NaN,OK: --BRPK returned Manifest,Reason: OK Status code: 200
FilmboxPremium,2021-11-08 12:22:56,DASH,KALT,0.157969,0.1061833,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/filmbox_premium_bal_3017/output1/manifest.mpd?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=3623674840492820_d8012d67fc28e4d855db2e091b00cdcb
FilmboxPremium,2021-11-08 12:22:56,DASH,BRPK,0.219279,NaN,OK: --BRPK returned Manifest,Reason: OK Status code: 200
FilmboxPremium,2021-11-08 12:22:56,HLS,KALT,0.121601,0.0639017,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/filmbox_premium_bal_3017/output3/index.m3u8?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=36636648004d2820_7bbe5a27ba10f7a74f13cd51162a7fdf
FilmboxPremium,2021-11-08 12:22:57,HLS,BRPK,0.11893,NaN,OK: --BRPK returned Manifest,Reason: OK Status code: 200
AMCBalkan,2021-11-08 12:22:57,DASH,KALT,0.186749,0.1032118,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/AMC_Balkan_1012/output1/manifest.mpd?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=36636648004d2820_29ecc010e1afea7f4a5080cc53e0922e
AMCBalkan,2021-11-08 12:22:57,DASH,BRPK,0.157804,NaN,OK: --BRPK returned Manifest,Reason: OK Status code: 200
AMCBalkan,2021-11-08 12:22:57,HLS,KALT,0.148201,0.0947242,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/AMC_Balkan_1012?deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=36636748404d2820_9457c2e527a74b942446924e71921573
AMCBalkan,2021-11-08 12:22:57,HLS,BRPK,0.104713,NaN,ERROR: --BRPK not get Manifest. (wrong URL?),Reason: Not Found Status code: 404
EpicDrama,2021-11-08 12:22:58,DASH,KALT,0.134933,0.0833902,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/epic_drama_srb_3046/output1/manifest.mpd?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=36636748404d2820_478a90e2bdbb6853604e2525373fcb9e
EpicDrama,2021-11-08 12:22:58,DASH,BRPK,0.158204,NaN,OK: --BRPK returned Manifest,Reason: OK Status code: 200
EpicDrama,2021-11-08 12:22:58,HLS,KALT,0.155505,0.1040466,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/epic_drama_srb_3046/output3/index.m3u8?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=360366480059a820_4b1ed995e97be5a5b42795167991669e
EpicDrama,2021-11-08 12:22:58,HLS,BRPK,0.118844,NaN,OK: --BRPK returned Manifest,Reason: OK Status code: 200
Superstar2,2021-11-08 12:22:59,DASH,KALT,0.150576,0.0981739,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/Star_TV_2196/output1/manifest.mpd?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=360366480059a820_69c83b9f6630b8003be6581b566f04bd
Superstar2,2021-11-08 12:22:59,DASH,BRPK,0.160508,NaN,OK: --BRPK returned Manifest,Reason: OK Status code: 200
Superstar2,2021-11-08 12:22:59,HLS,KALT,0.121718,0.066847,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/Star_TV_2196/output3/index.m3u8?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=360366480059a820_05655b5bd874c9e22bbb97528ebc675c
Superstar2,2021-11-08 12:22:59,HLS,BRPK,0.166997,NaN,OK: --BRPK returned Manifest,Reason: OK Status code: 200
KlasikTV,2021-11-08 12:22:59,DASH,KALT,0.187138,0.1325774,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/Klasik_TV_1223/output1/manifest.mpd?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=360367484059a820_a1265f70ad201fe7b10e8ddb07d2f21f
KlasikTV,2021-11-08 12:23:00,DASH,BRPK,0.120171,NaN,OK: --BRPK returned Manifest,Reason: OK Status code: 200
KlasikTV,2021-11-08 12:23:00,HLS,KALT,0.148627,0.0879448,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/Klasik_TV_1223/output3/index.m3u8?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=360367484059a820_31dd471c2209b0a8c65111c5db0fed6b
KlasikTV,2021-11-08 12:23:00,HLS,BRPK,0.119256,NaN,OK: --BRPK returned Manifest,Reason: OK Status code: 200
RTSDrama,2021-11-08 12:23:00,DASH,KALT,0.163766,0.1090198,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/RTS_Drama_2148/output1/manifest.mpd?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=36436648005da820_500aa6d06da17b806d4eb628d60b9f88
RTSDrama,2021-11-08 12:23:01,DASH,BRPK,0.160757,NaN,OK: --BRPK returned Manifest,Reason: OK Status code: 200
RTSDrama,2021-11-08 12:23:01,HLS,KALT,0.198562,0.1042266,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/RTS_Drama_2148/output3/index.m3u8?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=36436648005da820_78f8903241bca086387b442ce778009f
RTSDrama,2021-11-08 12:23:01,HLS,BRPK,0.117797,NaN,OK: --BRPK returned Manifest,Reason: OK Status code: 200
PINKAction,2021-11-08 12:23:01,DASH,KALT,0.161723,0.1069063,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/PINK_Action_2067/output1/manifest.mpd?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=36436748405da820_c4bc911d293c4abc6b732ffda1576f38
PINKAction,2021-11-08 12:23:02,DASH,BRPK,0.157988,NaN,OK: --BRPK returned Manifest,Reason: OK Status code: 200
PINKAction,2021-11-08 12:23:02,HLS,KALT,0.146256,0.0925121,OK: --KALT returned URL,https://aw-ucdn-3201-prod.tv.cetin.cz/bpk-tv/PINK_Action_2067/output3/index.m3u8?accountId=3200&deviceType=22&subscriptionType=20967&ip=85.162.8.185&primaryToken=36436748405da820_ef5b5e2ff2c93881164d0c904c4e4313
PINKAction,2021-11-08 12:23:02,HLS,BRPK,0.129123,NaN,OK: --BRPK returned Manifest,Reason: OK Status code: 200
